experimentId;instanceName;studyRegion;averageDemand;shareCustomersInTollZones;cUCC;cToll;tollType;sumTotalCost;sumUCCCost;qUsageUCC;numUCCUsage;uCCUsagePercent;numTrucksInTollArea;numMediumTrucks;numLargeTrucks;sumTollCost;numTollAreaTruckEntries
1283;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;4;10;per_entrance;1303.0026;120;30;10;100;0;3;1;0;0
1284;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;4;15;per_entrance;1303.0026;120;30;10;100;0;3;1;0;0
1285;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;4;20;per_entrance;1303.0026;120;30;10;100;0;3;1;0;0
1286;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;4;5;per_entrance;1299.8122;104;26;9;90;1;3;1;5;1
1287;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;4;0;none;1276.72148;0;0;0;0;5;5;0;0;12
1288;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;10;per_day;1311.08012;0;0;0;0;3;5;0;30;6
1289;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;15;per_day;1323.7805;0;0;0;0;2;5;0;30;6
1290;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;20;per_day;1333.7805;0;0;0;0;2;5;0;40;6
1291;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;5;per_day;1296.08012;0;0;0;0;3;5;0;15;6
1292;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;10;per_entrance;1330.89288;0;0;0;0;3;5;0;30;3
1293;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;15;per_entrance;1345.89288;0;0;0;0;3;5;0;45;3
1294;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;20;per_entrance;1360.89288;0;0;0;0;3;5;0;60;3
1295;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;5;per_entrance;1311.08012;0;0;0;0;3;5;0;30;6
1296;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;6;0;none;1276.72148;0;0;0;0;5;5;0;0;12
1297;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;10;per_day;1311.08012;0;0;0;0;3;5;0;30;6
1298;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;15;per_day;1323.7805;0;0;0;0;2;5;0;30;6
1299;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;20;per_day;1333.7805;0;0;0;0;2;5;0;40;6
1300;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;5;per_day;1296.08012;0;0;0;0;3;5;0;15;6
1301;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;10;per_entrance;1330.89288;0;0;0;0;3;5;0;30;3
1302;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;15;per_entrance;1345.89288;0;0;0;0;3;5;0;45;3
1303;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;20;per_entrance;1360.89288;0;0;0;0;3;5;0;60;3
1304;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;5;per_entrance;1311.08012;0;0;0;0;3;5;0;30;6
1305;milan_10-40-1-8_tw_60_d480_q3;Milan;3;20;8;0;none;1276.72148;0;0;0;0;5;5;0;0;12
1306;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;10;per_day;1326.76016;0;0;0;0;3;5;0;30;8
1307;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;15;per_day;1341.76016;0;0;0;0;3;5;0;45;8
1308;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;20;per_day;1356.76016;0;0;0;0;3;5;0;60;8
1309;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;5;per_day;1311.76016;0;0;0;0;3;5;0;15;8
1310;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;10;per_entrance;1354.5394;0;0;0;0;3;5;0;30;3
1311;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;15;per_entrance;1369.5394;0;0;0;0;3;5;0;45;3
1312;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;20;per_entrance;1384.5394;0;0;0;0;3;5;0;60;3
1313;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;5;per_entrance;1336.76016;0;0;0;0;3;5;0;40;8
1314;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;10;0;none;1294.35646;0;0;0;0;4;5;0;0;11
1315;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;10;per_day;1308.88342;30;15;6;60;1;5;0;10;1
1316;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;15;per_day;1313.88342;30;15;6;60;1;5;0;15;1
1317;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;20;per_day;1318.88342;30;15;6;60;1;5;0;20;1
1318;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;5;per_day;1303.88342;30;15;6;60;1;5;0;5;1
1319;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;10;per_entrance;1308.88342;30;15;6;60;1;5;0;10;1
1320;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;15;per_entrance;1313.88342;30;15;6;60;1;5;0;15;1
1321;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;20;per_entrance;1318.88342;30;15;6;60;1;5;0;20;1
1322;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;5;per_entrance;1303.88342;30;15;6;60;1;5;0;5;1
1323;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;2;0;none;1294.35646;0;0;0;0;4;5;0;0;11
1324;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;10;per_day;1326.76016;0;0;0;0;3;5;0;30;8
1325;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;15;per_day;1341.76016;0;0;0;0;3;5;0;45;8
1326;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;20;per_day;1348.88342;60;15;6;60;1;5;0;20;1
1327;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;5;per_day;1311.76016;0;0;0;0;3;5;0;15;8
1328;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;10;per_entrance;1338.88342;60;15;6;60;1;5;0;10;1
1329;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;15;per_entrance;1343.88342;60;15;6;60;1;5;0;15;1
1330;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;20;per_entrance;1348.88342;60;15;6;60;1;5;0;20;1
1331;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;5;per_entrance;1333.88342;60;15;6;60;1;5;0;5;1
1332;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;4;0;none;1294.35646;0;0;0;0;4;5;0;0;11
1333;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;10;per_day;1326.76016;0;0;0;0;3;5;0;30;8
1334;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;15;per_day;1341.76016;0;0;0;0;3;5;0;45;8
1335;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;20;per_day;1356.76016;0;0;0;0;3;5;0;60;8
1336;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;5;per_day;1311.76016;0;0;0;0;3;5;0;15;8
1337;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;10;per_entrance;1354.5394;0;0;0;0;3;5;0;30;3
1338;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;15;per_entrance;1369.5394;0;0;0;0;3;5;0;45;3
1339;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;20;per_entrance;1378.88342;90;15;6;60;1;5;0;20;1
1340;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;5;per_entrance;1336.76016;0;0;0;0;3;5;0;40;8
1341;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;6;0;none;1294.35646;0;0;0;0;4;5;0;0;11
1342;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;10;per_day;1326.76016;0;0;0;0;3;5;0;30;8
1343;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;15;per_day;1341.76016;0;0;0;0;3;5;0;45;8
1344;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;20;per_day;1356.76016;0;0;0;0;3;5;0;60;8
1345;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;5;per_day;1311.76016;0;0;0;0;3;5;0;15;8
1346;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;10;per_entrance;1354.5394;0;0;0;0;3;5;0;30;3
1347;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;15;per_entrance;1369.5394;0;0;0;0;3;5;0;45;3
1348;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;20;per_entrance;1384.5394;0;0;0;0;3;5;0;60;3
1349;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;5;per_entrance;1336.76016;0;0;0;0;3;5;0;40;8
1350;milan_10-40-1-9_tw_60_d480_q3;Milan;3;20;8;0;none;1294.35646;0;0;0;0;4;5;0;0;11
1351;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;10;per_day;1017.76272;0;0;0;0;2;4;0;20;8
1352;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;15;per_day;1027.76272;0;0;0;0;2;4;0;30;8
1353;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;20;per_day;1037.76272;0;0;0;0;2;4;0;40;8
1354;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;5;per_day;1007.76272;0;0;0;0;2;4;0;10;8
1355;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;10;per_entrance;1049.06616;30;3;2;20;2;4;0;20;2
1356;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;15;per_entrance;1059.06616;30;3;2;20;2;4;0;30;2
1357;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;20;per_entrance;1067.8156;100;10;8;80;1;4;0;20;1
1358;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;5;per_entrance;1037.76272;0;0;0;0;2;4;0;40;8
1359;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;10;0;none;993.0337;0;0;0;0;4;4;0;0;12
1360;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;10;per_day;971.26158;20;10;8;80;1;4;0;10;5
1361;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;15;per_day;976.26158;20;10;8;80;1;4;0;15;5
1362;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;20;per_day;981.26158;20;10;8;80;1;4;0;20;5
1363;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;5;per_day;966.26158;20;10;8;80;1;4;0;5;5
1364;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;10;per_entrance;977.8156;20;10;8;80;1;4;0;10;1
1365;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;15;per_entrance;982.8156;20;10;8;80;1;4;0;15;1
1366;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;20;per_entrance;987.8156;20;10;8;80;1;4;0;20;1
1367;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;5;per_entrance;972.8156;20;10;8;80;1;4;0;5;1
1368;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;2;0;none;960.57482;20;10;8;80;3;4;0;0;9
1369;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;10;per_day;991.26158;40;10;8;80;1;4;0;10;5
1370;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;15;per_day;996.26158;40;10;8;80;1;4;0;15;5
1371;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;20;per_day;1001.26158;40;10;8;80;1;4;0;20;5
1372;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;5;per_day;986.26158;40;10;8;80;1;4;0;5;5
1373;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;10;per_entrance;997.8156;40;10;8;80;1;4;0;10;1
1374;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;15;per_entrance;1002.8156;40;10;8;80;1;4;0;15;1
1375;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;20;per_entrance;1007.8156;40;10;8;80;1;4;0;20;1
1376;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;5;per_entrance;992.8156;40;10;8;80;1;4;0;5;1
1377;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;4;0;none;980.57482;40;10;8;80;3;4;0;0;9
1378;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;10;per_day;1011.26158;60;10;8;80;1;4;0;10;5
1379;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;15;per_day;1016.26158;60;10;8;80;1;4;0;15;5
1380;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;20;per_day;1021.26158;60;10;8;80;1;4;0;20;5
1381;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;5;per_day;1006.26158;60;10;8;80;1;4;0;5;5
1382;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;10;per_entrance;1017.8156;60;10;8;80;1;4;0;10;1
1383;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;15;per_entrance;1022.8156;60;10;8;80;1;4;0;15;1
1384;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;20;per_entrance;1027.8156;60;10;8;80;1;4;0;20;1
1385;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;5;per_entrance;1012.8156;60;10;8;80;1;4;0;5;1
1386;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;6;0;none;993.0337;0;0;0;0;4;4;0;0;12
1387;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;10;per_day;1017.76272;0;0;0;0;2;4;0;20;8
1388;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;15;per_day;1027.76272;0;0;0;0;2;4;0;30;8
1389;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;20;per_day;1037.76272;0;0;0;0;2;4;0;40;8
1390;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;5;per_day;1007.76272;0;0;0;0;2;4;0;10;8
1391;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;10;per_entrance;1037.8156;80;10;8;80;1;4;0;10;1
1392;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;15;per_entrance;1042.8156;80;10;8;80;1;4;0;15;1
1393;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;20;per_entrance;1047.8156;80;10;8;80;1;4;0;20;1
1394;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;5;per_entrance;1032.8156;80;10;8;80;1;4;0;5;1
1395;milan_10-40-1-0_tw_60_d480_q_1_5;Milan;1.5;20;8;0;none;993.0337;0;0;0;0;4;4;0;0;12
1396;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;10;per_day;1029.5984;0;0;0;0;2;4;0;20;5
1397;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;15;per_day;1039.5984;0;0;0;0;2;4;0;30;5
1398;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;20;per_day;1049.5984;0;0;0;0;2;4;0;40;5
1399;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;5;per_day;1019.5984;0;0;0;0;2;4;0;10;5
1400;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;10;per_entrance;1049.87488;0;0;0;0;2;4;0;40;4
1401;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;15;per_entrance;1069.87488;0;0;0;0;2;4;0;60;4
1402;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;20;per_entrance;1085.00556;0;0;0;0;3;4;0;60;3
1403;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;5;per_entrance;1029.87488;0;0;0;0;2;4;0;20;4
1404;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;10;0;none;1008.19822;0;0;0;0;4;4;0;0;9
1405;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;10;per_day;995.46682;26;13;9;90;1;4;0;10;3
1406;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;15;per_day;999.23224;30;15;10;100;0;4;0;0;0
1407;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;20;per_day;999.23224;30;15;10;100;0;4;0;0;0
1408;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;5;per_day;990.46682;26;13;9;90;1;4;0;5;3
1409;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;10;per_entrance;999.23224;30;15;10;100;0;4;0;0;0
1410;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;15;per_entrance;999.23224;30;15;10;100;0;4;0;0;0
1411;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;20;per_entrance;999.23224;30;15;10;100;0;4;0;0;0
1412;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;5;per_entrance;995.85618;26;13;9;90;1;4;0;5;1
1413;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;2;0;none;984.97554;26;13;9;90;2;4;0;0;5
1414;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;10;per_day;1021.46682;52;13;9;90;1;4;0;10;3
1415;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;15;per_day;1026.46682;52;13;9;90;1;4;0;15;3
1416;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;20;per_day;1029.23224;60;15;10;100;0;4;0;0;0
1417;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;5;per_day;1016.46682;52;13;9;90;1;4;0;5;3
1418;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;10;per_entrance;1026.85618;52;13;9;90;1;4;0;10;1
1419;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;15;per_entrance;1029.23224;60;15;10;100;0;4;0;0;0
1420;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;20;per_entrance;1029.23224;60;15;10;100;0;4;0;0;0
1421;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;5;per_entrance;1021.85618;52;13;9;90;1;4;0;5;1
1422;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;4;0;none;1008.19822;0;0;0;0;4;4;0;0;9
1423;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;10;per_day;1029.5984;0;0;0;0;2;4;0;20;5
1424;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;15;per_day;1039.5984;0;0;0;0;2;4;0;30;5
1425;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;20;per_day;1049.5984;0;0;0;0;2;4;0;40;5
1426;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;5;per_day;1019.5984;0;0;0;0;2;4;0;10;5
1427;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;10;per_entrance;1049.87488;0;0;0;0;2;4;0;40;4
1428;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;15;per_entrance;1057.85618;78;13;9;90;1;4;0;15;1
1429;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;20;per_entrance;1059.23224;90;15;10;100;0;4;0;0;0
1430;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;5;per_entrance;1029.87488;0;0;0;0;2;4;0;20;4
1431;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;6;0;none;1008.19822;0;0;0;0;4;4;0;0;9
1432;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;10;per_day;1029.5984;0;0;0;0;2;4;0;20;5
1433;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;15;per_day;1039.5984;0;0;0;0;2;4;0;30;5
1434;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;20;per_day;1049.5984;0;0;0;0;2;4;0;40;5
1435;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;5;per_day;1019.5984;0;0;0;0;2;4;0;10;5
1436;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;10;per_entrance;1049.87488;0;0;0;0;2;4;0;40;4
1437;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;15;per_entrance;1069.87488;0;0;0;0;2;4;0;60;4
1438;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;20;per_entrance;1085.00556;0;0;0;0;3;4;0;60;3
1439;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;5;per_entrance;1029.87488;0;0;0;0;2;4;0;20;4
1440;milan_10-40-1-1_tw_60_d480_q_1_5;Milan;1.5;20;8;0;none;1008.19822;0;0;0;0;4;4;0;0;9
1441;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;10;per_day;1018.16644;0;0;0;0;2;4;0;20;3
1442;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;15;per_day;1028.16644;0;0;0;0;2;4;0;30;3
1443;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;20;per_day;1038.16644;0;0;0;0;2;4;0;40;3
1444;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;5;per_day;1008.16644;0;0;0;0;2;4;0;10;3
1445;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;10;per_entrance;1028.16644;0;0;0;0;2;4;0;30;3
1446;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;15;per_entrance;1038.8637;0;0;0;0;2;4;0;30;2
1447;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;20;per_entrance;1048.8637;0;0;0;0;2;4;0;40;2
1448;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;5;per_entrance;1013.16644;0;0;0;0;2;4;0;15;3
1449;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;10;0;none;996.24502;0;0;0;0;4;4;0;0;4
1450;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;10;per_day;975.0188;30;15;10;100;0;4;0;0;0
1451;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;15;per_day;975.0188;30;15;10;100;0;4;0;0;0
1452;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;20;per_day;975.0188;30;15;10;100;0;4;0;0;0
1453;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;5;per_day;975.0188;30;15;10;100;0;4;0;0;0
1454;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;10;per_entrance;975.0188;30;15;10;100;0;4;0;0;0
1455;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;15;per_entrance;975.0188;30;15;10;100;0;4;0;0;0
1456;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;20;per_entrance;975.0188;30;15;10;100;0;4;0;0;0
1457;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;5;per_entrance;975.0188;30;15;10;100;0;4;0;0;0
1458;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;2;0;none;974.33334;30;15;10;100;1;4;0;0;1
1459;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;10;per_day;1005.0188;60;15;10;100;0;4;0;0;0
1460;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;15;per_day;1005.0188;60;15;10;100;0;4;0;0;0
1461;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;20;per_day;1005.0188;60;15;10;100;0;4;0;0;0
1462;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;5;per_day;1005.0188;60;15;10;100;0;4;0;0;0
1463;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;10;per_entrance;1005.0188;60;15;10;100;0;4;0;0;0
1464;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;15;per_entrance;1005.0188;60;15;10;100;0;4;0;0;0
1465;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;20;per_entrance;1005.0188;60;15;10;100;0;4;0;0;0
1466;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;5;per_entrance;1005.0188;60;15;10;100;0;4;0;0;0
1467;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;4;0;none;996.24502;0;0;0;0;4;4;0;0;4
1468;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;10;per_day;1018.16644;0;0;0;0;2;4;0;20;3
1469;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;15;per_day;1028.16644;0;0;0;0;2;4;0;30;3
1470;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;20;per_day;1033.3074;30;5;5;50;1;4;0;20;1
1471;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;5;per_day;1008.16644;0;0;0;0;2;4;0;10;3
1472;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;10;per_entrance;1023.3074;30;5;5;50;1;4;0;10;1
1473;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;15;per_entrance;1028.3074;30;5;5;50;1;4;0;15;1
1474;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;20;per_entrance;1033.3074;30;5;5;50;1;4;0;20;1
1475;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;5;per_entrance;1013.16644;0;0;0;0;2;4;0;15;3
1476;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;6;0;none;996.24502;0;0;0;0;4;4;0;0;4
1477;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;8;10;per_day;1018.16644;0;0;0;0;2;4;0;20;3
1478;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;8;15;per_day;1028.16644;0;0;0;0;2;4;0;30;3
1479;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;8;20;per_day;1038.16644;0;0;0;0;2;4;0;40;3
1480;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;8;5;per_day;1008.16644;0;0;0;0;2;4;0;10;3
1481;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;8;10;per_entrance;1028.16644;0;0;0;0;2;4;0;30;3
1482;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;8;15;per_entrance;1038.3074;40;5;5;50;1;4;0;15;1
1483;milan_10-40-1-2_tw_60_d480_q_1_5;Milan;1.5;20;8;20;per_entrance;1043.3074;40;5;5;50;1;4;0;20;1
