experimentId;instanceName;studyRegion;averageDemand;shareCustomersInTollZones;cUCC;cToll;tollType;sumTotalCost;sumUCCCost;qUsageUCC;numUCCUsage;uCCUsagePercent;numTrucksInTollArea;numMediumTrucks;numLargeTrucks;sumTollCost;numTollAreaTruckEntries
2487;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;2;20;per_day;1184.50686;28;14;9;90;1;4;0;20;4
2488;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;2;5;per_day;1169.50686;28;14;9;90;1;4;0;5;4
2489;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;2;10;per_entrance;1204.50686;28;14;9;90;1;4;0;40;4
2490;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;2;15;per_entrance;1219.26016;30;15;10;100;1;4;0;30;2
2491;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;2;20;per_entrance;1222.06364;30;15;10;100;0;5;0;0;0
2492;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;2;5;per_entrance;1184.50686;28;14;9;90;1;4;0;20;4
2493;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;2;0;none;1164.50686;28;14;9;90;1;4;0;0;4
2494;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;10;per_day;1202.50686;56;14;9;90;1;4;0;10;4
2495;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;15;per_day;1207.50686;56;14;9;90;1;4;0;15;4
2496;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;20;per_day;1212.50686;56;14;9;90;1;4;0;20;4
2497;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;5;per_day;1197.50686;56;14;9;90;1;4;0;5;4
2498;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;10;per_entrance;1232.50686;56;14;9;90;1;4;0;40;4
2499;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;15;per_entrance;1249.26016;60;15;10;100;1;4;0;30;2
2500;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;20;per_entrance;1252.06364;60;15;10;100;0;5;0;0;0
2501;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;5;per_entrance;1212.50686;56;14;9;90;1;4;0;20;4
2502;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;4;0;none;1192.50686;56;14;9;90;1;4;0;0;4
2503;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;10;per_day;1230.50686;84;14;9;90;1;4;0;10;4
2504;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;15;per_day;1235.50686;84;14;9;90;1;4;0;15;4
2505;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;20;per_day;1240.50686;84;14;9;90;1;4;0;20;4
2506;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;5;per_day;1225.50686;84;14;9;90;1;4;0;5;4
2507;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;10;per_entrance;1260.50686;84;14;9;90;1;4;0;40;4
2508;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;15;per_entrance;1279.26016;90;15;10;100;1;4;0;30;2
2509;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;20;per_entrance;1282.06364;90;15;10;100;0;5;0;0;0
2510;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;5;per_entrance;1240.50686;84;14;9;90;1;4;0;20;4
2511;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;6;0;none;1220.50686;84;14;9;90;1;4;0;0;4
2512;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;10;per_day;1258.50686;112;14;9;90;1;4;0;10;4
2513;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;15;per_day;1263.50686;112;14;9;90;1;4;0;15;4
2514;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;20;per_day;1268.50686;112;14;9;90;1;4;0;20;4
2515;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;5;per_day;1249.44972;40;5;5;50;2;5;0;10;7
2516;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;10;per_entrance;1288.50686;112;14;9;90;1;4;0;40;4
2517;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;15;per_entrance;1308.50686;112;14;9;90;1;4;0;60;4
2518;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;20;per_entrance;1312.06364;120;15;10;100;0;5;0;0;0
2519;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;5;per_entrance;1265.94934;0;0;0;0;3;5;0;25;5
2520;london_10-40-1-5_tw_60_d480_q_1_5;London;1.5;20;8;0;none;1237.00966;0;0;0;0;4;5;0;0;7
2521;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;10;per_day;1298.91646;60;6;5;50;2;5;0;20;5
2522;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;15;per_day;1308.91646;60;6;5;50;2;5;0;30;5
2523;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;20;per_day;1318.91646;60;6;5;50;2;5;0;40;5
2524;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;5;per_day;1288.91646;60;6;5;50;2;5;0;10;5
2525;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;10;per_entrance;1327.86956;90;9;7;70;2;5;0;20;2
2526;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;15;per_entrance;1337.52708;70;7;5;50;1;5;0;15;1
2527;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;20;per_entrance;1342.52708;70;7;5;50;1;5;0;20;1
2528;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;5;per_entrance;1303.91646;60;6;5;50;2;5;0;25;5
2529;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;10;0;none;1277.90352;60;6;5;50;4;5;0;0;7
2530;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;10;per_day;1233.1165;30;15;10;100;0;5;0;0;0
2531;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;15;per_day;1233.1165;30;15;10;100;0;5;0;0;0
2532;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;20;per_day;1233.1165;30;15;10;100;0;5;0;0;0
2533;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;5;per_day;1230.49396;18;9;7;70;2;5;0;10;4
2534;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;10;per_entrance;1233.1165;30;15;10;100;0;5;0;0;0
2535;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;15;per_entrance;1233.1165;30;15;10;100;0;5;0;0;0
2536;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;20;per_entrance;1233.1165;30;15;10;100;0;5;0;0;0
2537;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;5;per_entrance;1233.1165;30;15;10;100;0;5;0;0;0
2538;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;2;0;none;1219.6319;18;9;7;70;4;5;0;0;6
2539;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;10;per_day;1258.49396;36;9;7;70;2;5;0;20;4
2540;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;15;per_day;1263.1165;60;15;10;100;0;5;0;0;0
2541;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;20;per_day;1263.1165;60;15;10;100;0;5;0;0;0
2542;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;5;per_day;1248.49396;36;9;7;70;2;5;0;10;4
2543;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;10;per_entrance;1263.1165;60;15;10;100;0;5;0;0;0
2544;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;15;per_entrance;1263.1165;60;15;10;100;0;5;0;0;0
2545;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;20;per_entrance;1263.1165;60;15;10;100;0;5;0;0;0
2546;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;5;per_entrance;1258.49396;36;9;7;70;2;5;0;20;4
2547;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;4;0;none;1237.6319;36;9;7;70;4;5;0;0;6
2548;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;10;per_day;1274.91646;36;6;5;50;2;5;0;20;5
2549;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;15;per_day;1284.91646;36;6;5;50;2;5;0;30;5
2550;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;20;per_day;1293.1165;90;15;10;100;0;5;0;0;0
2551;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;5;per_day;1264.91646;36;6;5;50;2;5;0;10;5
2552;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;10;per_entrance;1291.86956;54;9;7;70;2;5;0;20;2
2553;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;15;per_entrance;1293.1165;90;15;10;100;0;5;0;0;0
2554;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;20;per_entrance;1293.1165;90;15;10;100;0;5;0;0;0
2555;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;5;per_entrance;1276.49396;54;9;7;70;2;5;0;20;4
2556;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;6;0;none;1253.90352;36;6;5;50;4;5;0;0;7
2557;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;10;per_day;1286.91646;48;6;5;50;2;5;0;20;5
2558;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;15;per_day;1296.91646;48;6;5;50;2;5;0;30;5
2559;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;20;per_day;1306.91646;48;6;5;50;2;5;0;40;5
2560;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;5;per_day;1276.91646;48;6;5;50;2;5;0;10;5
2561;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;10;per_entrance;1309.86956;72;9;7;70;2;5;0;20;2
2562;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;15;per_entrance;1319.86956;72;9;7;70;2;5;0;30;2
2563;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;20;per_entrance;1323.1165;120;15;10;100;0;5;0;0;0
2564;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;5;per_entrance;1291.91646;48;6;5;50;2;5;0;25;5
2565;london_10-40-1-6_tw_60_d480_q_1_5;London;1.5;20;8;0;none;1265.90352;48;6;5;50;4;5;0;0;7
2566;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;10;per_day;1275.61714;90;9;7;70;3;4;0;30;6
2567;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;15;per_day;1284.40174;110;11;8;80;1;4;0;15;3
2568;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;20;per_day;1289.40174;110;11;8;80;1;4;0;20;3
2569;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;5;per_day;1260.61714;90;9;7;70;3;4;0;15;6
2570;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;10;per_entrance;1299.40174;110;11;8;80;1;4;0;30;3
2571;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;15;per_entrance;1314.40174;110;11;8;80;1;4;0;45;3
2572;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;20;per_entrance;1329.40174;110;11;8;80;1;4;0;60;3
2573;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;5;per_entrance;1275.61714;90;9;7;70;3;4;0;30;6
2574;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;10;0;none;1245.28208;90;9;7;70;4;4;0;0;9
2575;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;10;per_day;1191.40174;22;11;8;80;1;4;0;10;3
2576;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;15;per_day;1196.40174;22;11;8;80;1;4;0;15;3
2577;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;20;per_day;1201.40174;22;11;8;80;1;4;0;20;3
2578;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;5;per_day;1183.16484;22;11;8;80;2;4;0;10;5
2579;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;10;per_entrance;1211.40174;22;11;8;80;1;4;0;30;3
2580;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;15;per_entrance;1226.40174;22;11;8;80;1;4;0;45;3
2581;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;20;per_entrance;1241.40174;22;11;8;80;1;4;0;60;3
2582;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;5;per_entrance;1196.40174;22;11;8;80;1;4;0;15;3
2583;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;2;0;none;1171.83232;22;11;8;80;3;4;0;0;8
2584;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;10;per_day;1213.40174;44;11;8;80;1;4;0;10;3
2585;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;15;per_day;1218.40174;44;11;8;80;1;4;0;15;3
2586;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;20;per_day;1223.40174;44;11;8;80;1;4;0;20;3
2587;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;5;per_day;1205.16484;44;11;8;80;2;4;0;10;5
2588;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;10;per_entrance;1233.40174;44;11;8;80;1;4;0;30;3
2589;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;15;per_entrance;1248.40174;44;11;8;80;1;4;0;45;3
2590;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;20;per_entrance;1263.40174;44;11;8;80;1;4;0;60;3
2591;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;5;per_entrance;1218.40174;44;11;8;80;1;4;0;15;3
2592;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;4;0;none;1191.28208;36;9;7;70;4;4;0;0;9
2593;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;10;per_day;1235.40174;66;11;8;80;1;4;0;10;3
2594;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;15;per_day;1240.40174;66;11;8;80;1;4;0;15;3
2595;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;20;per_day;1245.40174;66;11;8;80;1;4;0;20;3
2596;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;5;per_day;1224.61714;54;9;7;70;3;4;0;15;6
2597;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;10;per_entrance;1255.40174;66;11;8;80;1;4;0;30;3
2598;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;15;per_entrance;1270.40174;66;11;8;80;1;4;0;45;3
2599;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;20;per_entrance;1285.40174;66;11;8;80;1;4;0;60;3
2600;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;5;per_entrance;1239.61714;54;9;7;70;3;4;0;30;6
2601;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;6;0;none;1209.28208;54;9;7;70;4;4;0;0;9
2602;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;10;per_day;1257.40174;88;11;8;80;1;4;0;10;3
2603;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;15;per_day;1262.40174;88;11;8;80;1;4;0;15;3
2604;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;20;per_day;1267.40174;88;11;8;80;1;4;0;20;3
2605;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;5;per_day;1242.61714;72;9;7;70;3;4;0;15;6
2606;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;10;per_entrance;1277.40174;88;11;8;80;1;4;0;30;3
2607;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;15;per_entrance;1292.40174;88;11;8;80;1;4;0;45;3
2608;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;20;per_entrance;1307.40174;88;11;8;80;1;4;0;60;3
2609;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;5;per_entrance;1257.61714;72;9;7;70;3;4;0;30;6
2610;london_10-40-1-7_tw_60_d480_q_1_5;London;1.5;20;8;0;none;1227.28208;72;9;7;70;4;4;0;0;9
2611;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;10;per_day;1323.74354;0;0;0;0;2;5;0;20;2
2612;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;15;per_day;1333.74354;0;0;0;0;2;5;0;30;2
2613;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;20;per_day;1340.92992;50;5;5;50;1;5;0;20;1
2614;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;5;per_day;1313.74354;0;0;0;0;2;5;0;10;2
2615;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;10;per_entrance;1323.74354;0;0;0;0;2;5;0;20;2
2616;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;15;per_entrance;1333.74354;0;0;0;0;2;5;0;30;2
2617;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;20;per_entrance;1340.92992;50;5;5;50;1;5;0;20;1
2618;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;5;per_entrance;1313.74354;0;0;0;0;2;5;0;10;2
2619;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;10;0;none;1295.14622;0;0;0;0;4;5;0;0;5
2620;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;10;per_day;1261.98798;22;11;8;80;1;5;0;10;1
2621;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;15;per_day;1266.98798;22;11;8;80;1;5;0;15;1
2622;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;20;per_day;1271.86404;30;15;10;100;0;5;0;0;0
2623;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;5;per_day;1256.98798;22;11;8;80;1;5;0;5;1
2624;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;10;per_entrance;1261.98798;22;11;8;80;1;5;0;10;1
2625;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;15;per_entrance;1266.98798;22;11;8;80;1;5;0;15;1
2626;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;20;per_entrance;1271.86404;30;15;10;100;0;5;0;0;0
2627;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;5;per_entrance;1256.98798;22;11;8;80;1;5;0;5;1
2628;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;2;0;none;1245.79098;14;7;6;60;4;5;0;0;5
2629;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;10;per_day;1281.90202;28;7;6;60;2;5;0;20;3
2630;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;15;per_day;1288.98798;44;11;8;80;1;5;0;15;1
2631;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;20;per_day;1293.98798;44;11;8;80;1;5;0;20;1
2632;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;5;per_day;1271.90202;28;7;6;60;2;5;0;10;3
2633;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;10;per_entrance;1283.98798;44;11;8;80;1;5;0;10;1
2634;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;15;per_entrance;1288.98798;44;11;8;80;1;5;0;15;1
2635;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;20;per_entrance;1293.98798;44;11;8;80;1;5;0;20;1
2636;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;5;per_entrance;1276.90202;28;7;6;60;2;5;0;15;3
2637;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;4;0;none;1259.79098;28;7;6;60;4;5;0;0;5
2638;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;10;per_day;1295.90202;42;7;6;60;2;5;0;20;3
2639;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;15;per_day;1305.90202;42;7;6;60;2;5;0;30;3
2640;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;20;per_day;1315.41526;42;7;6;60;1;5;0;20;2
2641;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;5;per_day;1285.90202;42;7;6;60;2;5;0;10;3
2642;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;10;per_entrance;1305.90202;42;7;6;60;2;5;0;30;3
2643;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;15;per_entrance;1310.98798;66;11;8;80;1;5;0;15;1
2644;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;20;per_entrance;1315.98798;66;11;8;80;1;5;0;20;1
2645;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;5;per_entrance;1290.90202;42;7;6;60;2;5;0;15;3
2646;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;6;0;none;1273.79098;42;7;6;60;4;5;0;0;5
2647;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;10;per_day;1309.90202;56;7;6;60;2;5;0;20;3
2648;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;15;per_day;1319.90202;56;7;6;60;2;5;0;30;3
2649;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;20;per_day;1329.41526;56;7;6;60;1;5;0;20;2
2650;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;5;per_day;1299.90202;56;7;6;60;2;5;0;10;3
2651;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;10;per_entrance;1319.81512;48;6;5;50;3;5;0;30;3
2652;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;15;per_entrance;1325.92992;40;5;5;50;1;5;0;15;1
2653;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;20;per_entrance;1330.92992;40;5;5;50;1;5;0;20;1
2654;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;5;per_entrance;1304.81512;48;6;5;50;3;5;0;15;3
2655;london_10-40-1-8_tw_60_d480_q_1_5;London;1.5;20;8;0;none;1287.79098;56;7;6;60;4;5;0;0;5
2656;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;10;per_day;1384.87304;70;7;6;60;2;6;0;20;6
2657;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;15;per_day;1394.87304;70;7;6;60;2;6;0;30;6
2658;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;20;per_day;1404.1529;70;7;6;60;1;6;0;20;1
2659;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;5;per_day;1372.87236;70;7;6;60;3;6;0;15;7
2660;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;10;per_entrance;1394.1529;70;7;6;60;1;6;0;10;1
2661;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;15;per_entrance;1399.1529;70;7;6;60;1;6;0;15;1
2662;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;20;per_entrance;1404.1529;70;7;6;60;1;6;0;20;1
2663;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;5;per_entrance;1389.1529;70;7;6;60;1;6;0;5;1
2664;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;10;0;none;1356.5048;50;5;4;40;4;6;0;0;7
2665;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;10;per_day;1298.97512;26;13;9;90;1;6;0;10;4
2666;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;15;per_day;1303.97512;26;13;9;90;1;6;0;15;4
2667;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;20;per_day;1308.97512;26;13;9;90;1;6;0;20;4
2668;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;5;per_day;1291.97444;26;13;9;90;2;6;0;10;5
2669;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;10;per_entrance;1313.91012;30;15;10;100;0;6;0;0;0
2670;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;15;per_entrance;1313.91012;30;15;10;100;0;6;0;0;0
2671;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;20;per_entrance;1313.91012;30;15;10;100;0;6;0;0;0
2672;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;5;per_entrance;1306.97444;26;13;9;90;2;6;0;25;5
2673;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;2;0;none;1281.97444;26;13;9;90;2;6;0;0;5
2674;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;10;per_day;1324.97512;52;13;9;90;1;6;0;10;4
2675;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;15;per_day;1329.97512;52;13;9;90;1;6;0;15;4
2676;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;20;per_day;1334.97512;52;13;9;90;1;6;0;20;4
2677;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;5;per_day;1317.97444;52;13;9;90;2;6;0;10;5
2678;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;10;per_entrance;1343.91012;60;15;10;100;0;6;0;0;0
2679;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;15;per_entrance;1343.91012;60;15;10;100;0;6;0;0;0
2680;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;20;per_entrance;1343.91012;60;15;10;100;0;6;0;0;0
2681;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;5;per_entrance;1332.97444;52;13;9;90;2;6;0;25;5
2682;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;4;0;none;1307.97444;52;13;9;90;2;6;0;0;5
2683;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;6;10;per_day;1350.97512;78;13;9;90;1;6;0;10;4
2684;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;6;15;per_day;1355.97512;78;13;9;90;1;6;0;15;4
2685;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;6;20;per_day;1360.97512;78;13;9;90;1;6;0;20;4
2686;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;6;5;per_day;1341.51408;48;8;7;70;3;6;0;15;7
2687;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;6;10;per_entrance;1366.1529;42;7;6;60;1;6;0;10;1
2688;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;6;15;per_entrance;1371.1529;42;7;6;60;1;6;0;15;1
2689;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;6;20;per_entrance;1373.91012;90;15;10;100;0;6;0;0;0
2690;london_10-40-1-9_tw_60_d480_q_1_5;London;1.5;20;6;5;per_entrance;1358.97444;78;13;9;90;2;6;0;25;5
